img_id,caption
33650.jpg,a bed with a white blanket and a table
495753.jpg,a man and a woman are riding a elephant
127680.jpg,a bird flying over a body of water
560756.jpg,a living room with a chair a sink and a mirror
41920.jpg,a man riding a surfboard on a river
136512.jpg,a baseball player is holding a bat on a field
508954.jpg,a man on a skateboard on a snow covered slope
577583.jpg,a person laying on a bed with a laptop
395780.jpg,a living room with a couch and a television
430345.jpg,a group of people standing on a beach with a frisbee
553188.jpg,a man riding a wave on top of a surfboard
428018.jpg,a person is cutting a pizza on a table
517959.jpg,a herd of cows walking down a street
559315.jpg,a man standing next to a large truck
286313.jpg,a baseball player is swinging a bat at a ball
572411.jpg,a red train is going down the tracks
80311.jpg,a woman is standing in a kitchen with a table
439439.jpg,a large refrigerator with a refrigerator and a refrigerator
56922.jpg,a person is holding a cell phone and a laptop
22624.jpg,a man on skis on a snowy slope
521631.jpg,a cake with a knife and a knife on a table
206705.jpg,a kitchen with a stove and a stove in it
158514.jpg,a plate of food with a plate of food
143717.jpg,a beach with a large body of water
526972.jpg,a table with a pizza and a knife on it
48595.jpg,a man riding a skateboard down a ramp
481292.jpg,a train is traveling down the tracks
7116.jpg,a boat is sailing in the water with a man standing in the water
460052.jpg,a man in a white shirt and a tie holding a wii controller
221532.jpg,a large airplane is parked on the runway
420861.jpg,a man is playing tennis on a tennis court
436539.jpg,a kitchen with a stove and a stove
300444.jpg,a kitchen with a stove and a stove
411941.jpg,a kitchen with a stove and a stove
405691.jpg,a plate of food with a glass of wine
38213.jpg,a cat sitting on a toilet in a bathroom
249875.jpg,a plate of food with a knife on it
117668.jpg,a group of planes flying in the sky
30355.jpg,a convex mirror with a sign on it
499532.jpg,a large room with a large clock on the side of it
158311.jpg,a bed with a bed and a bed in it
469301.jpg,a man and a woman are sitting on a bench
412238.jpg,a man and a child sitting at a table with a pizza
58325.jpg,a man riding a wave on top of a surfboard
452201.jpg,a baseball player is swinging a bat on a field
151299.jpg,a man on a snowboard on a snowy slope
84442.jpg,a plate of food with a sandwich and a lemon
341389.jpg,a person on a snowboard on a snowy hill
223082.jpg,a man standing next to a fire hydrant with a man in a hat
535820.jpg,a group of people standing around a table
197300.jpg,a stop sign with a street sign on it
268770.jpg,a man on a skateboard on a street
425062.jpg,a man flying a kite in a field
313757.jpg,a plate of food with a sandwich and a fork
533551.jpg,a group of people flying kites on a beach
58239.jpg,a man on skis is standing on a ski slope
467137.jpg,a stop sign with a stop sign on it
325055.jpg,a man and a child are sitting in a field
546695.jpg,a pair of scissors and a knife on a table
211485.jpg,a teddy bear sitting on a bench with a book
139237.jpg,a living room with a couch and a table
204897.jpg,a man is holding a small stuffed animal
63845.jpg,a table with a cake and a cake
299205.jpg,a man sitting on a bench with a stuffed bear
276716.jpg,a baseball player is throwing a ball on a baseball field
61400.jpg,a person walking down a street with an umbrella
481966.jpg,a cat is standing on the floor next to a purse
545727.jpg,a living room with a couch a table and a table
112978.jpg,a man sitting on a couch with a man on a laptop
263896.jpg,a man is holding a pizza on a plate
50961.jpg,a kitchen with a stove and a stove
401018.jpg,a man walking down a street with an umbrella
392136.jpg,a group of people standing in front of a bus
179186.jpg,a woman is holding a knife to eat a cake
253521.jpg,a bathroom with a toilet and a sink in it
190081.jpg,a woman in a kitchen holding a wine glass
88540.jpg,a group of people sitting at a table with food
377409.jpg,a group of sheep standing in a field
95903.jpg,a group of people standing next to a motorcycle
103134.jpg,a man is standing in a bathroom with a toilet
23511.jpg,a cat is sitting in a room with a table
464937.jpg,a bunch of bananas are on a table
125689.jpg,a plate of food with a plate of food
568052.jpg,a banana is sitting in a white plate
512644.jpg,a motorcycle parked on a street next to a parking lot
292387.jpg,a giraffe standing next to a tree in a field
268227.jpg,a cat sitting on a wooden bench on a wooden floor
27626.jpg,a bed with a bed and a bed
60513.jpg,a giraffe standing in a field with a fence in the background
2239.jpg,a man holding a tennis racket on a tennis court
511026.jpg,a kitchen with a bunch of vegetables on the side
576322.jpg,a group of people standing around a skateboard
432424.jpg,a group of people sitting at a table
574275.jpg,a group of cows are standing in a field
496618.jpg,a plate of food with a sandwich and a fork
50948.jpg,a zebra standing on a dirt field next to a tree
163831.jpg,a cat laying on a bed with a book
194248.jpg,a vase with a poem painted on it
245105.jpg,a man is standing in a large #RARE#
254864.jpg,a man is standing on a bench with a hat on
191270.jpg,a group of people are sitting at a table
88780.jpg,a man is standing in front of a building
419001.jpg,a group of elephants standing on a dirt field
25290.jpg,a man riding a skateboard down a ramp
390278.jpg,a young boy is sitting on a toilet in a bathroom
534464.jpg,a train is traveling down the tracks in a city
25870.jpg,a man and a woman are walking on a field
125494.jpg,a plane is parked on the tarmac at an airport
97598.jpg,a woman sitting on a couch with a wii remote
273082.jpg,a clock on a tree with a clock on the side
170221.jpg,a man riding a skateboard down a ramp
239828.jpg,a woman holding a red umbrella in his hand
297981.jpg,a group of people sitting on a bench
566941.jpg,a group of people standing next to a large tree
215879.jpg,two giraffes are standing in a field
23929.jpg,a clock tower with a clock on the top
569725.jpg,a living room with a couch and a table
338882.jpg,a cat laying on a bed with a blanket
303047.jpg,a woman sitting on a bed with a bed
167178.jpg,a woman is holding a baby elephant
173302.jpg,a man standing in a kitchen with a table and a table
405547.jpg,a cow is standing in a field with a dog
431896.jpg,a train is pulling into a train station
519271.jpg,a plate of food with a sandwich and a bowl of soup
207969.jpg,a woman is preparing food in a kitchen
94119.jpg,a large commercial airplane sitting on the tarmac
313596.jpg,a doughnut with a knife on a plate
252745.jpg,a man and a dog are on the beach
98107.jpg,a horse is standing on a beach with a man in the water
330531.jpg,a pizza with a pizza on a plate
158823.jpg,a man standing in front of a train
204537.jpg,a young man is playing a game of baseball
265184.jpg,a man riding a dirt bike down a dirt road
78836.jpg,a group of people standing around a table with a man
566214.jpg,a man wearing a suit and tie standing in a room
120777.jpg,a plate of food with a plate of food
37862.jpg,a dog is sitting on a table in front of a computer monitor
165937.jpg,a large airplane is on the runway of a runway
577524.jpg,a group of giraffes are standing in a field
444576.jpg,a truck is parked on the side of the road
427783.jpg,a baseball player is swinging at a ball
37789.jpg,a computer desk with a computer and a computer
326700.jpg,a truck with a man standing in the street
573854.jpg,a large airplane is on a runway with a large plane
123523.jpg,a horse is standing in a snow covered field
240615.jpg,a woman standing in the street with a dog
457537.jpg,a small airplane sitting on top of a runway
557005.jpg,a plate of food with a fork and a fork
443742.jpg,a pizza with cheese and cheese on a table
428726.jpg,a baseball player is throwing a ball on a field
102877.jpg,a train is parked on the tracks next to a building
59735.jpg,a group of elephants standing in a field of grass
119982.jpg,a large white plane parked on a runway
529698.jpg,a motorcycle parked on the side of a street
390269.jpg,a person on skis on a snowy slope
550534.jpg,a train is on the tracks with a train on it
246794.jpg,a white and blue blue and black #RARE#
300624.jpg,a group of people playing a game of frisbee
241565.jpg,a man on skis is standing on a snowy hill
10732.jpg,a man riding a motorcycle on a city street
302666.jpg,a cat is sitting on a toilet seat in a bathroom
161760.jpg,a small banana and a banana on a table
274413.jpg,a train is on the tracks with a train on the tracks
195842.jpg,a man standing in a living room playing a video game
89103.jpg,a woman holding a cell phone in her hand
45808.jpg,a plate of food with a plate of food
234028.jpg,a man riding a snowboard down a snow covered slope
231034.jpg,a man sitting on a bench in a park in front of a boat
71206.jpg,a pizza with a knife and a fork on a plate
409784.jpg,a man is playing a tennis match on a tennis court
129334.jpg,a computer sitting on a desk with a computer
149398.jpg,a clock on a building with a clock on it
496160.jpg,a man is holding a pizza on a table
510245.jpg,a person is flying a kite on a sunny day
522525.jpg,a train is on the tracks in a field
572147.jpg,a woman and a woman sitting at a table with a plate of food
208761.jpg,a piece of luggage with a #RARE# on the back
189229.jpg,a plate of food with a knife and a fork
218751.jpg,a fire hydrant in the middle of a street
195538.jpg,a desk with a computer and a computer
534733.jpg,a living room with a couch and a television
118780.jpg,a cow is standing in the grass with a dog
37291.jpg,a cat is sitting on a bed with a cat
123137.jpg,a man riding a skateboard on a street
148319.jpg,a bus is parked in a field of grass
340170.jpg,a plate of food with a sandwich and a knife
508952.jpg,a cat is laying on the floor next to a bag of #RARE#
327623.jpg,a cat sitting on a bench with a cat
418062.jpg,a man in a suit and tie holding a cell phone
240727.jpg,a baby is sitting at a table with a teddy bear
577948.jpg,a bowl of food with a fork and a fork
339111.jpg,a man is holding a cell phone in front of a train
197350.jpg,a woman is swinging a tennis racket at a tennis ball
506919.jpg,a large plane sitting on the tarmac at an airport
42972.jpg,a living room with a couch and a table
305644.jpg,a man is flying a kite in the air
281508.jpg,a beach with a beach chairs and umbrellas
158038.jpg,a truck parked in a parking lot
98439.jpg,a table with a suitcase and a pair of scissors
